,Item,Region,Combination,Month,Act Orders Final Rev,Fcst Stat Prelim Rev,End of History,OOS
450,144110,United States,144110 United States,2021-11-01,8209.0,,,
451,144110,United States,144110 United States,2021-12-01,11549.0,6625.0,,
452,144110,United States,144110 United States,2022-01-01,5939.0,7062.0,,
453,144110,United States,144110 United States,2022-02-01,7347.0,8017.0,,
454,144110,United States,144110 United States,2022-03-01,8435.0,7606.0,,
455,144110,United States,144110 United States,2022-04-01,7415.0,8408.0,,
456,144110,United States,144110 United States,2022-05-01,7941.0,7922.0,,
457,144110,United States,144110 United States,2022-06-01,7928.0,8448.0,,
458,144110,United States,144110 United States,2022-07-01,7547.0,8104.0,,
459,144110,United States,144110 United States,2022-08-01,8401.0,8532.0,,
460,144110,United States,144110 United States,2022-09-01,8803.0,8341.0,,
461,144110,United States,144110 United States,2022-10-01,8931.0,8908.0,,
462,144110,United States,144110 United States,2022-11-01,10621.0,8778.0,,
463,144110,United States,144110 United States,2022-12-01,13466.0,8884.0,,
464,144110,United States,144110 United States,2023-01-01,8471.0,9939.0,,
465,144110,United States,144110 United States,2023-02-01,8316.0,9527.0,,
466,144110,United States,144110 United States,2023-03-01,9471.0,9163.0,,
467,144110,United States,144110 United States,2023-04-01,8362.0,9593.0,,
468,144110,United States,144110 United States,2023-05-01,9104.0,9318.0,,
469,144110,United States,144110 United States,2023-06-01,9841.0,9231.0,,
470,144110,United States,144110 United States,2023-07-01,8232.0,9790.0,,
471,144110,United States,144110 United States,2023-08-01,9320.0,9575.0,,
472,144110,United States,144110 United States,2023-09-01,8704.0,9538.0,,
473,144110,United States,144110 United States,2023-10-01,11957.0,9935.0,,
474,144110,United States,144110 United States,2023-11-01,11513.0,10148.0,,
475,144110,United States,144110 United States,2023-12-01,14328.0,10266.0,,
476,144110,United States,144110 United States,2024-01-01,9133.0,10630.0,,
477,144110,United States,144110 United States,2024-02-01,9799.0,10814.0,,
478,144110,United States,144110 United States,2024-03-01,9971.0,10503.0,,
479,144110,United States,144110 United States,2024-04-01,10100.0,10319.0,,
480,144110,United States,144110 United States,2024-05-01,9377.0,10242.0,,
481,144110,United States,144110 United States,2024-06-01,9265.0,10577.0,,
482,144110,United States,144110 United States,2024-07-01,9865.0,10428.0,,1.0
483,144110,United States,144110 United States,2024-08-01,9935.0,10404.0,,
484,144110,United States,144110 United States,2024-09-01,9647.0,10417.0,,1.0
485,144110,United States,144110 United States,2024-10-01,11835.0,10820.0,,
486,144110,United States,144110 United States,2024-11-01,6174.0,10967.0,1.0,
487,144110,United States,144110 United States,2024-12-01,,10967.0,,
488,144110,United States,144110 United States,2025-01-01,,10991.0,,
489,144110,United States,144110 United States,2025-02-01,,11002.0,,
490,144110,United States,144110 United States,2025-03-01,,11008.0,,
491,144110,United States,144110 United States,2025-04-01,,11433.0,,
492,144110,United States,144110 United States,2025-05-01,,11435.0,,
493,144110,United States,144110 United States,2025-06-01,,11436.0,,
494,144110,United States,144110 United States,2025-07-01,,11436.0,,
495,144110,United States,144110 United States,2025-08-01,,11436.0,,
496,144110,United States,144110 United States,2025-09-01,,11437.0,,
497,144110,United States,144110 United States,2025-10-01,,11437.0,,
498,144110,United States,144110 United States,2025-11-01,,11437.0,,
499,144110,United States,144110 United States,2025-12-01,,11437.0,,
500,144110,United States,144110 United States,2026-01-01,,11437.0,,
501,144110,United States,144110 United States,2026-02-01,,11437.0,,
502,144110,United States,144110 United States,2026-03-01,,11437.0,,
503,144110,United States,144110 United States,2026-04-01,,11854.0,,
504,144110,United States,144110 United States,2026-05-01,,11854.0,,
505,144110,United States,144110 United States,2026-06-01,,11854.0,,
506,144110,United States,144110 United States,2026-07-01,,11854.0,,
507,144110,United States,144110 United States,2026-08-01,,11854.0,,
508,144110,United States,144110 United States,2026-09-01,,11854.0,,
509,144110,United States,144110 United States,2026-10-01,,11854.0,,
510,144110,United States,144110 United States,2026-11-01,,11854.0,,
511,144110,United States,144110 United States,2026-12-01,,11854.0,,
512,144110,United States,144110 United States,2027-01-01,,11854.0,,
513,144110,United States,144110 United States,2027-02-01,,11854.0,,
514,144110,United States,144110 United States,2027-03-01,,11854.0,,
515,144110,United States,144110 United States,2027-04-01,,11854.0,,
516,144110,United States,144110 United States,2027-05-01,,11854.0,,
517,144110,United States,144110 United States,2027-06-01,,12266.0,,
518,144110,United States,144110 United States,2027-07-01,,12266.0,,
519,144110,United States,144110 United States,2027-08-01,,12266.0,,
520,144110,United States,144110 United States,2027-09-01,,12266.0,,
521,144110,United States,144110 United States,2027-10-01,,12266.0,,
522,144110,United States,144110 United States,2027-11-01,,12266.0,,
523,144110,United States,144110 United States,2027-12-01,,4540.0,,
524,144110,United States,144110 United States,2028-01-01,,4540.0,,
